user,dataID,filename,Question_1_1_1,Question_1_2_1,Question_1_2_2,Question_1_3_1,Question_2_1_1,Question_2_2_1,Question_3_1_1,Question_3_2_1,Question_3_3_1,Question_4_1_1,Question_4_2_1,Question_4_3_1,Question_5_1_1,Question_5_2_1,Question_5_3_1,Question_5_4_1,Question_5_5_1,Question_6_1_1,Question_6_2_1,Question_6_3_1,Question_6_4_1,Question_6_5_1,Question_7_1_1,Question_7_2_1,Question_7_3_1,Question_8_1_1,Question_8_2_1,Question_9_1_1,work_length,message
7,85527864,Schubert_D960_mv2_8bars_10_10.wav,6,3.0,2.0,5.0,3,5,5,7,3,2,5,3,5,6,6,6,5,3,2,3,2,6,3,0,6,6,7,6,45,
7,85527872,Schubert_D960_mv2_16bars_Score_08.wav,3,3.0,2.0,3.0,5,6,5,6,3,3,2,3,5,6,6,3,2,3,6,6,5,5,3,2,3,5,6,5,45,
7,85527878,Schubert_D960_mv2_16bars_0_04.wav,7,5.0,7.0,6.0,3,2,2,2,3,4,2,3,5,6,6,7,5,2,5,3,5,6,3,3,6,3,6,6,45,
7,85527888,Schubert_D960_mv2_16bars_0_01.wav,2,6.0,3.0,3.0,2,2,3,2,2,3,2,3,3,2,2,3,3,6,5,5,6,3,5,2,3,2,3,2,45,
7,85527895,Schubert_D960_mv2_8bars_10_12.wav,5,3.0,3.0,5.0,3,2,5,5,3,5,2,5,5,6,6,6,5,6,3,2,3,5,5,5,6,6,5,5,45,
7,85527901,Schubert_D960_mv2_8bars_10_03.wav,3,5.0,2.0,3.0,3,3,5,2,3,3,2,3,5,3,5,6,3,6,5,5,6,3,3,3,5,5,4,4,45,
7,85527908,Schubert_D960_mv2_8bars_8_12.wav,5,6.0,2.0,6.0,3,5,5,5,3,3,2,5,6,5,5,3,5,3,3,2,5,3,5,2,3,3,5,3,45,
7,85527910,Schubert_D960_mv2_8bars_8_09.wav,3,5.0,3.0,3.0,5,3,3,2,3,5,2,3,5,5,3,3,5,6,3,2,6,3,5,2,4,3,5,3,45,
7,85527917,Schubert_D960_mv2_8bars_6_04.wav,3,3.0,2.0,3.0,3,2,2,6,3,5,4,3,5,5,6,6,3,3,2,3,5,3,3,2,3,5,3,5,45,
7,85527924,Schubert_D960_mv2_8bars_6_10.wav,5,3.0,6.0,5.0,5,5,3,7,5,3,6,3,6,5,6,6,6,2,2,3,3,6,3,3,6,6,3,6,45,
7,85527933,Schubert_D960_mv2_8bars_7_04.wav,3,6.0,3.0,3.0,3,2,2,3,3,5,3,3,5,5,5,3,3,6,3,2,5,3,3,2,3,6,3,3,45,
7,85527942,Schubert_D960_mv2_8bars_9_05.wav,3,6.0,3.0,3.0,2,2,2,3,3,5,2,5,3,3,2,3,3,6,3,3,5,2,5,3,3,2,2,2,45,
7,85527947,Schubert_D960_mv2_8bars_9_16.wav,3,5.0,3.0,5.0,2,2,2,3,3,5,3,3,3,5,3,2,3,5,2,3,3,3,5,5,6,2,3,2,45,
7,85527958,Schubert_D960_mv2_8bars_6_14.wav,3,2.0,3.0,3.0,5,3,5,3,3,3,5,3,5,6,6,6,6,2,3,3,2,5,0,5,3,6,6,5,45,
7,85527962,Schubert_D960_mv2_16bars_Score_09.wav,2,2.0,3.0,3.0,6,3,6,2,3,2,6,3,2,2,3,6,6,6,6,6,2,3,5,6,6,6,3,3,45,
7,85527969,Schubert_D960_mv2_8bars_9_01.wav,2,5.0,2.0,3.0,2,5,3,5,3,5,3,5,5,5,5,3,5,6,3,2,5,3,5,6,3,3,5,3,45,
7,85527973,Schubert_D960_mv2_8bars_9_12.wav,3,6.0,3.0,3.0,3,5,6,3,3,5,2,5,5,5,6,3,3,6,5,3,5,3,5,3,3,3,3,3,45,
7,85527982,Schubert_D960_mv2_8bars_9_14.wav,3,6.0,3.0,5.0,2,3,5,3,3,5,5,3,3,3,2,3,5,5,6,3,5,3,3,2,4,5,3,3,45,
7,85527989,Schubert_D960_mv2_8bars_6_06.wav,3,5.0,3.0,3.0,5,5,3,6,3,2,5,3,5,6,5,6,5,2,3,2,3,5,3,2,3,6,6,4,45,
7,85527995,Schubert_D960_mv2_16bars_Score_07.wav,3,5.0,2.0,3.0,2,3,2,5,3,3,3,5,3,5,6,3,2,6,2,3,5,5,5,3,2,6,6,5,45,
7,85528006,Schubert_D960_mv2_8bars_4_11.wav,6,3.0,5.0,6.0,5,5,6,6,5,2,6,5,5,3,6,6,6,6,3,2,6,6,5,3,5,3,6,5,45,
3,85529855,Schubert_D960_mv2_8bars_8_10.wav,5,2.0,2.0,3.0,2,6,5,2,2,1,5,1,3,3,6,6,6,4,6,3,2,6,1,5,0,6,7,7,120,
3,85529860,Schubert_D960_mv2_8bars_8_04.wav,2,5.0,6.0,3.0,0,6,3,2,6,5,5,2,5,4,3,3,3,5,2,5,6,2,5,2,4,3,3,3,120,
3,85529902,Schubert_D960_mv2_8bars_8_16.wav,2,2.0,2.0,6.0,3,6,6,2,6,1,5,2,3,3,5,6,5,4,5,4,3,3,2,4,6,5,6,4,120,
3,85529904,Schubert_D960_mv2_8bars_6_11.wav,3,6.0,6.0,3.0,4,3,2,5,7,5,3,6,5,5,3,3,3,4,2,3,6,2,6,3,3,2,4,3,120,
3,85529909,Schubert_D960_mv2_8bars_6_12.wav,2,1.0,2.0,2.0,3,5,6,2,7,2,6,4,1,1,3,1,5,2,4,6,3,4,4,6,7,6,7,6,100,
3,85530190,Schubert_D960_mv2_8bars_10_09.wav,2,5.0,4.0,1.0,3,3,4,3,7,5,3,3,3,3,2,2,5,4,1,3,6,1,3,5,5,3,3,2,120,
3,85530192,Schubert_D960_mv2_8bars_8_14.wav,5,5.0,6.0,1.0,4,6,5,2,7,5,3,5,6,6,3,2,2,4,1,2,6,2,6,2,3,3,2,3,120,
3,85530197,Schubert_D960_mv2_8bars_8_02.wav,1,7.0,7.0,3.0,4,2,2,6,7,6,2,6,7,5,2,1,3,4,1,3,7,1,6,2,3,1,2,1,120,
3,85530201,Schubert_D960_mv2_8bars_9_17.wav,1,7.0,6.0,2.0,3,3,1,6,7,7,3,6,6,2,1,2,4,6,1,3,6,1,6,5,5,1,2,2,120,
3,85530205,Schubert_D960_mv2_16bars_1_04.wav,2,3.0,7.0,2.0,3,2,2,5,6,5,2,5,5,5,3,2,3,4,1,2,6,3,5,3,3,3,2,2,120,
3,85530211,Schubert_D960_mv2_16bars_Score_03.wav,2,6.0,7.0,2.0,2,2,3,6,7,5,3,3,3,2,6,3,5,4,3,4,3,3,5,3,3,5,4,3,120,
3,85530216,Schubert_D960_mv2_8bars_10_06.wav,2,6.0,5.0,2.0,5,5,5,3,7,3,5,6,3,3,3,2,6,4,3,4,6,2,6,5,5,3,3,3,120,
3,85530227,Schubert_D960_mv2_8bars_6_01.wav,2,6.0,6.0,3.0,4,3,4,6,7,2,6,5,3,3,2,3,5,0,6,3,3,2,6,5,5,3,3,3,120,
3,85530230,Schubert_D960_mv2_16bars_Score_05.wav,2,6.0,6.0,3.0,2,6,1,6,3,2,3,2,5,5,6,6,3,4,3,3,5,5,3,1,2,5,5,3,120,
3,85530237,Schubert_D960_mv2_8bars_10_04.wav,1,7.0,7.0,2.0,3,2,3,3,7,6,2,6,5,4,1,3,3,4,2,3,6,3,6,5,4,2,3,2,120,
3,85530246,Schubert_D960_mv2_8bars_7_17.wav,2,7.0,7.0,2.0,3,2,5,2,7,5,5,6,6,3,3,2,6,4,2,3,6,2,6,2,5,3,3,2,120,
3,85530253,Schubert_D960_mv2_8bars_8_06.wav,1,6.0,7.0,1.0,4,3,2,2,7,5,3,4,3,2,3,2,6,4,3,3,5,3,3,5,5,5,5,4,100,
3,85530811,Schubert_D960_mv2_8bars_7_02.wav,2,3.0,1.0,2.0,4,3,2,6,7,5,3,5,6,4,1,2,3,4,3,3,6,2,6,3,4,3,3,2,120,
3,85530814,Schubert_D960_mv2_8bars_10_15.wav,2,6.0,6.0,2.0,3,3,2,6,3,6,2,6,5,5,2,3,2,4,3,3,6,3,6,2,3,3,3,2,120,
3,85530817,Schubert_D960_mv2_8bars_7_14.wav,2,1.0,3.0,2.0,4,5,7,2,7,2,7,2,2,2,6,4,5,4,3,3,5,4,2,6,6,7,7,6,100,
3,85531009,Schubert_D960_mv2_16bars_Score_06.wav,1,5.0,6.0,2.0,3,3,2,6,4,2,5,2,2,3,3,6,6,4,6,5,2,2,1,5,6,6,6,6,120,
3,85531010,Schubert_D960_mv2_16bars_1_02.wav,1,7.0,7.0,2.0,3,2,5,2,7,6,6,6,6,3,2,1,5,4,2,3,7,1,6,5,2,2,2,2,120,
3,85531011,Schubert_D960_mv2_8bars_10_14.wav,2,6.0,7.0,2.0,4,2,2,6,6,5,2,5,5,3,3,2,3,6,2,3,5,2,5,5,5,3,3,3,120,
3,85531012,Schubert_D960_mv2_16bars_0_05.wav,2,7.0,7.0,1.0,3,3,2,3,6,6,2,5,6,6,3,3,3,4,1,2,6,3,5,2,2,3,3,2,120,
3,85531013,Schubert_D960_mv2_8bars_8_05.wav,2,7.0,4.0,2.0,4,3,2,6,7,5,1,6,6,2,3,3,3,6,2,3,6,2,6,3,2,2,2,3,120,
3,85531014,Schubert_D960_mv2_8bars_10_17.wav,1,3.0,6.0,2.0,4,2,2,2,7,5,2,5,5,2,1,2,5,4,2,3,6,2,5,5,5,3,2,3,120,
3,85531015,Schubert_D960_mv2_8bars_8_11.wav,3,2.0,3.0,2.0,5,6,6,2,3,1,6,2,2,2,6,5,6,5,6,5,1,5,2,6,6,6,7,6,120,
3,85531018,Schubert_D960_mv2_8bars_9_10.wav,1,5.0,6.0,2.0,4,5,2,6,6,5,6,3,5,5,5,2,3,4,2,3,3,2,3,5,5,6,5,3,120,
3,85531019,Schubert_D960_mv2_16bars_Score_02.wav,1,3.0,6.0,2.0,0,6,5,2,7,1,6,2,2,3,6,6,3,4,5,3,2,4,2,2,3,7,7,6,120,
3,85531020,Schubert_D960_mv2_8bars_8_13.wav,1,6.0,5.0,1.0,2,4,2,6,6,5,4,4,5,3,3,3,6,4,2,3,2,2,5,3,3,5,5,4,120,
3,85531021,Schubert_D960_mv2_8bars_9_06.wav,2,6.0,7.0,1.0,3,2,2,6,7,3,2,6,5,2,2,2,6,4,3,3,6,1,5,4,5,2,2,2,100,
3,85531023,Schubert_D960_mv2_8bars_6_07.wav,1,7.0,7.0,2.0,4,5,2,6,6,6,2,2,6,5,2,1,4,3,1,2,6,2,3,3,2,3,3,2,100,
3,85531024,Schubert_D960_mv2_16bars_1_01.wav,4,6.0,6.0,2.0,4,5,2,6,6,5,5,6,6,4,3,2,6,6,2,4,5,2,5,2,3,3,4,3,100,
3,85531025,Schubert_D960_mv2_8bars_6_09.wav,1,7.0,3.0,2.0,4,3,2,6,7,5,2,5,6,5,3,2,3,4,1,2,6,2,6,3,4,3,3,2,120,
3,85531026,Schubert_D960_mv2_8bars_9_08.wav,1,7.0,7.0,2.0,4,2,1,6,3,6,2,5,6,6,5,3,3,4,1,2,6,2,5,2,2,3,3,3,120,
3,85531027,Schubert_D960_mv2_8bars_10_07.wav,1,2.0,4.0,1.0,4,6,7,2,7,5,3,1,3,5,5,5,5,4,3,3,6,3,1,5,5,5,5,5,100,
3,85531174,Schubert_D960_mv2_8bars_8_03.wav,2,3.0,3.0,1.0,3,3,1,5,5,2,1,2,2,2,2,2,7,4,6,6,2,2,2,6,6,6,4,4,120,
3,85531179,Schubert_D960_mv2_8bars_9_11.wav,2,6.0,6.0,2.0,4,2,1,6,7,6,2,5,5,4,3,3,4,4,3,3,5,2,5,3,3,3,2,2,120,
3,85531184,Schubert_D960_mv2_8bars_3_11.wav,5,2.0,2.0,2.0,4,5,2,5,7,6,4,6,6,4,2,6,5,4,2,3,6,2,6,3,3,2,3,3,120,
3,85531187,Schubert_D960_mv2_8bars_7_08.wav,1,7.0,7.0,1.0,6,6,6,1,7,3,6,3,3,5,3,4,5,4,2,3,6,3,3,3,2,3,3,2,100,
3,85531462,Schubert_D960_mv2_8bars_7_09.wav,1,3.0,3.0,1.0,6,3,5,2,6,3,5,2,5,5,3,2,4,5,1,3,6,2,2,2,3,3,3,2,20,
3,85531468,Schubert_D960_mv2_8bars_7_16.wav,2,7.0,7.0,2.0,4,5,7,2,7,3,5,2,2,3,2,4,4,6,6,5,3,2,3,4,4,3,4,4,100,
3,85531757,Schubert_D960_mv2_16bars_1_03.wav,1,7.0,7.0,1.0,4,2,2,6,7,6,2,6,6,5,1,2,3,4,1,2,6,2,5,3,3,3,3,1,120,
3,85531760,Schubert_D960_mv2_8bars_7_05.wav,1,6.0,6.0,1.0,4,5,2,6,6,5,5,6,4,4,5,3,3,6,2,2,6,2,6,5,5,2,2,2,120,
3,85531762,Schubert_D960_mv2_16bars_0_08.wav,1,6.0,7.0,2.0,3,2,2,2,6,5,5,5,5,4,2,1,3,4,3,3,6,2,6,3,3,3,3,3,120,
3,85531765,Schubert_D960_mv2_16bars_1_06.wav,2,6.0,6.0,2.0,3,6,2,6,6,3,5,2,5,5,4,2,4,4,2,3,6,2,3,2,2,3,4,2,120,
3,85531769,Schubert_D960_mv2_8bars_9_15.wav,2,6.0,4.0,1.0,2,2,2,6,5,5,2,0,5,5,2,2,2,6,2,3,6,2,5,3,2,4,3,3,120,
3,85531777,Schubert_D960_mv2_8bars_9_03.wav,1,6.0,2.0,2.0,2,3,2,6,6,5,1,2,6,5,3,2,3,6,2,3,5,2,3,2,3,3,3,3,120,
3,85531780,Schubert_D960_mv2_8bars_6_08.wav,2,5.0,6.0,1.0,2,5,1,6,3,4,5,2,5,5,5,5,4,4,3,3,5,5,3,3,3,3,3,3,120,
3,85531781,Schubert_D960_mv2_8bars_10_01.wav,3,6.0,5.0,2.0,4,5,3,2,7,5,5,6,3,3,1,2,6,4,3,3,6,2,5,4,5,3,3,3,120,
3,85531784,Schubert_D960_mv2_8bars_6_05.wav,2,6.0,6.0,2.0,2,5,3,6,5,5,3,5,4,3,5,3,5,4,3,3,5,2,5,3,3,3,4,3,120,
3,85531785,Schubert_D960_mv2_16bars_1_05.wav,1,6.0,3.0,2.0,3,6,2,6,6,5,2,4,5,6,5,2,3,4,3,3,6,4,4,3,3,2,4,2,120,
3,85531830,Schubert_D960_mv2_8bars_7_12.wav,2,7.0,7.0,2.0,5,2,6,2,4,3,2,5,4,3,2,2,6,4,6,3,3,3,5,6,3,4,5,4,120,
3,85531833,Schubert_D960_mv2_8bars_7_11.wav,2,2.0,4.0,2.0,4,6,3,1,5,2,5,5,2,2,6,5,6,4,3,4,3,2,4,6,6,6,5,5,120,
3,85531837,Schubert_D960_mv2_8bars_6_03.wav,1,6.0,1.0,1.0,4,2,1,7,6,4,1,4,5,4,1,2,5,4,3,5,6,2,5,3,3,3,3,2,120,
3,85531843,Schubert_D960_mv2_8bars_8_15.wav,5,7.0,3.0,1.0,3,4,2,6,7,5,2,5,6,5,4,3,3,4,2,3,6,3,5,3,2,3,3,2,120,
3,85531845,Schubert_D960_mv2_8bars_9_07.wav,1,6.0,5.0,1.0,4,2,2,6,3,2,5,2,3,3,6,3,4,4,3,3,6,2,3,6,5,5,5,5,120,
3,85531861,Schubert_D960_mv2_8bars_8_07.wav,3,2.0,3.0,2.0,4,3,5,2,4,4,2,3,4,3,5,6,5,4,3,5,2,3,3,5,5,3,4,6,120,
3,85531865,Schubert_D960_mv2_8bars_7_13.wav,2,5.0,7.0,2.0,5,5,4,2,5,2,5,2,3,3,3,2,6,6,5,3,2,3,3,6,6,6,5,5,120,
3,85531866,Schubert_D960_mv2_16bars_Score_04.wav,1,2.0,7.0,1.0,3,7,1,6,7,2,6,2,3,6,6,6,4,4,5,5,1,6,2,3,3,6,7,7,100,
3,85532228,Schubert_D960_mv2_8bars_9_13.wav,1,5.0,5.0,1.0,4,3,2,5,7,5,2,5,5,3,1,2,5,6,3,3,5,2,5,3,3,2,3,3,100,
3,85532229,Schubert_D960_mv2_8bars_7_10.wav,1,5.0,3.0,5.0,4,3,2,1,7,5,3,3,5,3,5,6,5,4,3,3,5,4,3,3,4,4,5,3,100,
3,85532230,Schubert_D960_mv2_16bars_0_06.wav,2,7.0,6.0,2.0,6,3,5,2,4,5,2,5,6,4,2,2,2,4,1,2,6,2,5,2,3,2,2,2,50,
3,85532232,Schubert_D960_mv2_8bars_6_13.wav,1,6.0,6.0,2.0,4,2,3,1,6,5,5,4,3,3,1,1,5,3,2,3,5,2,3,3,3,2,2,3,60,
3,85532233,Schubert_D960_mv2_8bars_10_13.wav,2,6.0,7.0,1.0,4,2,2,6,7,6,1,3,7,2,1,2,4,4,1,3,5,2,4,5,5,2,1,1,60,
3,85532234,Schubert_D960_mv2_8bars_6_02.wav,2,6.0,3.0,2.0,3,5,2,1,7,5,2,5,6,5,2,2,3,3,1,2,6,3,5,3,3,3,4,1,100,
3,85532267,Schubert_D960_mv2_8bars_8_17.wav,1,6.0,6.0,2.0,4,3,1,5,7,5,1,4,5,2,1,2,3,5,2,3,6,1,5,3,3,2,2,2,100,
3,85532295,Schubert_D960_mv2_8bars_6_17.wav,2,7.0,7.0,2.0,4,3,1,2,7,4,3,5,3,3,2,2,5,4,3,3,5,2,5,5,5,3,3,2,100,
3,85532298,Schubert_D960_mv2_16bars_0_02.wav,1,7.0,7.0,2.0,4,2,2,1,7,3,2,5,5,4,3,2,4,4,2,3,6,2,5,3,3,3,3,2,100,
3,85532606,Schubert_D960_mv2_8bars_2_11.wav,1,6.0,6.0,2.0,4,5,2,6,7,3,5,5,3,3,5,4,5,4,3,4,6,2,4,5,5,3,4,3,100,
3,85532610,Schubert_D960_mv2_8bars_9_04.wav,1,7.0,7.0,1.0,4,3,2,6,7,5,4,6,6,4,2,1,2,4,1,3,6,1,6,5,2,2,2,2,100,
3,85532616,Schubert_D960_mv2_8bars_7_15.wav,6,3.0,3.0,5.0,5,5,5,2,3,5,6,5,2,5,5,5,4,6,2,3,5,5,3,3,3,4,4,3,100,
3,85532619,Schubert_D960_mv2_8bars_6_15.wav,1,5.0,7.0,2.0,4,3,2,2,7,2,1,4,3,6,2,4,3,3,2,3,6,2,5,2,3,3,3,3,100,
3,85532620,Schubert_D960_mv2_8bars_9_02.wav,1,5.0,7.0,2.0,5,3,2,7,5,3,2,3,5,5,3,2,2,4,2,3,6,2,5,3,3,3,3,2,120,
3,85532621,Schubert_D960_mv2_8bars_7_06.wav,1,6.0,7.0,1.0,4,5,1,2,7,5,2,3,4,6,3,1,3,4,2,3,6,1,3,2,3,3,3,2,120,
3,85532622,Schubert_D960_mv2_16bars_0_03.wav,2,7.0,6.0,4.0,4,2,2,5,7,4,2,5,5,3,3,2,6,6,3,3,5,2,5,3,3,3,2,2,100,
3,85532949,Schubert_D960_mv2_16bars_1_08.wav,3,7.0,7.0,2.0,5,3,1,6,7,6,2,4,7,5,2,3,2,4,1,2,6,3,6,2,2,2,2,1,120,
3,85532959,Schubert_D960_mv2_8bars_7_01.wav,2,6.0,7.0,7.0,3,2,2,6,3,3,5,6,2,3,3,2,5,5,3,3,6,2,6,5,5,3,3,3,120,
3,85532962,Schubert_D960_mv2_8bars_7_07.wav,2,3.0,2.0,1.0,4,5,5,2,7,3,5,3,2,3,3,5,5,4,5,6,2,3,3,3,6,5,4,3,100,
3,85533025,Schubert_D960_mv2_8bars_8_01.wav,2,6.0,3.0,1.0,3,6,6,1,7,5,3,5,3,3,3,3,6,5,3,3,5,3,5,5,5,3,3,3,50,
3,85533032,Schubert_D960_mv2_16bars_Score_01.wav,1,6.0,7.0,1.0,3,6,1,6,2,2,3,6,5,5,7,5,3,4,3,6,2,6,4,2,2,5,5,3,100,
3,85533036,Schubert_D960_mv2_8bars_8_08.wav,2,3.0,7.0,2.0,4,3,7,1,1,2,3,4,2,2,2,2,6,4,6,3,2,3,4,6,6,7,7,6,50,
3,85533198,Schubert_D960_mv2_8bars_10_02.wav,2,7.0,6.0,1.0,4,1,2,2,7,4,2,5,5,1,1,2,6,7,3,4,6,3,4,6,4,3,4,3,100,
3,85533199,Schubert_D960_mv2_8bars_10_11.wav,2,7.0,5.0,1.0,4,5,6,2,7,2,5,4,1,2,3,2,6,5,3,4,4,3,4,5,5,5,5,3,50,
3,85533202,Schubert_D960_mv2_16bars_0_07.wav,1,4.0,7.0,4.0,4,2,6,1,7,3,2,4,6,6,1,2,3,4,2,6,5,2,4,3,3,3,3,3,100,
3,85533204,Schubert_D960_mv2_8bars_5_11.wav,1,6.0,7.0,1.0,3,3,5,3,0,2,5,6,2,1,4,2,6,4,6,3,5,3,4,6,6,3,5,3,100,
3,85533209,Schubert_D960_mv2_8bars_10_05.wav,1,7.0,7.0,1.0,4,3,3,1,7,3,2,5,3,3,2,1,5,4,2,4,6,2,4,5,5,3,3,3,100,
3,85533211,Schubert_D960_mv2_8bars_6_16.wav,1,3.0,7.0,1.0,4,6,2,1,7,1,5,2,1,1,4,2,6,4,6,6,3,2,4,6,6,6,7,6,50,
3,85533214,Schubert_D960_mv2_8bars_10_10.wav,5,2.0,3.0,2.0,4,3,7,1,3,3,6,5,3,5,5,1,5,6,6,5,6,3,4,6,5,2,5,5,50,
3,85533217,Schubert_D960_mv2_16bars_Score_08.wav,1,2.0,6.0,1.0,4,7,1,7,1,3,6,1,5,5,7,7,4,4,7,6,1,6,1,3,6,7,7,7,50,
3,85533220,Schubert_D960_mv2_16bars_0_04.wav,1,5.0,7.0,2.0,4,2,3,0,3,6,2,4,6,5,6,5,3,4,1,2,6,3,4,2,2,2,2,2,100,
3,85533222,Schubert_D960_mv2_16bars_0_01.wav,1,7.0,7.0,1.0,4,5,6,5,7,4,2,4,5,5,2,3,3,4,1,3,6,1,6,2,3,2,2,2,100,
3,85533226,Schubert_D960_mv2_8bars_10_12.wav,1,7.0,3.0,1.0,4,5,3,1,7,3,6,4,2,2,1,5,3,4,6,5,3,2,4,5,6,5,5,5,100,
3,85533256,Schubert_D960_mv2_8bars_10_03.wav,2,7.0,7.0,1.0,4,5,4,1,7,5,5,2,4,3,4,3,5,6,2,3,6,2,2,3,3,3,3,2,100,
3,85533260,Schubert_D960_mv2_8bars_8_12.wav,2,7.0,7.0,1.0,4,2,5,2,7,4,3,3,3,3,4,3,6,6,3,3,5,4,5,5,5,3,3,3,100,
3,85533266,Schubert_D960_mv2_8bars_8_09.wav,6,2.0,2.0,1.0,4,5,6,1,7,2,5,4,2,3,3,3,4,6,3,3,6,2,3,3,3,5,6,5,100,
3,85533272,Schubert_D960_mv2_8bars_6_04.wav,1,2.0,7.0,2.0,3,3,1,7,2,2,5,2,2,3,5,5,6,4,7,6,3,5,3,4,4,6,6,6,100,
3,85533279,Schubert_D960_mv2_8bars_6_10.wav,2,3.0,2.0,2.0,4,2,3,6,2,2,2,1,2,2,6,5,5,3,3,3,2,5,2,6,6,6,5,6,100,
3,85533284,Schubert_D960_mv2_8bars_7_04.wav,5,5.0,2.0,7.0,4,2,1,6,3,6,2,5,2,5,2,3,3,7,3,3,6,2,3,2,5,2,3,5,100,
3,85533293,Schubert_D960_mv2_8bars_9_05.wav,2,6.0,7.0,2.0,4,2,1,6,7,6,2,6,6,3,2,2,4,4,1,3,6,2,6,5,3,2,2,2,100,
3,85533299,Schubert_D960_mv2_8bars_9_16.wav,2,6.0,7.0,2.0,4,3,1,7,2,4,2,3,2,3,6,5,5,7,5,5,6,3,5,3,3,3,4,5,100,
3,85533303,Schubert_D960_mv2_8bars_6_14.wav,1,3.0,7.0,1.0,4,3,1,2,7,2,5,2,1,3,3,3,6,3,3,6,1,2,2,6,6,6,6,7,100,
3,85533307,Schubert_D960_mv2_16bars_Score_09.wav,2,1.0,3.0,5.0,6,6,7,1,7,1,7,1,1,1,4,5,7,4,7,7,1,7,1,7,7,7,7,7,100,
3,85533308,Schubert_D960_mv2_8bars_9_01.wav,1,7.0,7.0,2.0,4,2,1,6,7,6,1,6,7,5,1,1,3,4,1,2,7,2,6,2,2,2,2,2,100,
3,85533310,Schubert_D960_mv2_8bars_9_12.wav,2,7.0,7.0,2.0,4,5,1,6,7,5,1,6,5,4,2,2,2,4,2,3,6,3,6,2,3,3,3,3,100,
3,85533314,Schubert_D960_mv2_8bars_9_14.wav,2,7.0,7.0,2.0,4,5,4,4,7,5,3,4,5,4,6,3,5,4,3,5,3,3,5,3,4,3,4,4,100,
3,85533316,Schubert_D960_mv2_8bars_6_06.wav,2,5.0,7.0,1.0,4,3,2,6,5,4,5,4,3,3,4,3,5,4,3,4,3,2,4,6,6,5,5,4,100,
3,85533323,Schubert_D960_mv2_16bars_Score_07.wav,1,2.0,5.0,2.0,4,3,2,7,1,2,6,3,6,6,7,5,2,4,2,5,2,5,5,3,3,2,3,5,100,
3,85533326,Schubert_D960_mv2_8bars_4_11.wav,6,2.0,1.0,7.0,4,5,1,5,7,1,5,5,2,1,6,6,5,4,7,7,1,6,6,6,6,6,6,7,100,
9,85533337,Schubert_D960_mv2_8bars_7_12.wav,1,7.0,1.0,1.0,2,6,6,1,6,2,6,5,2,2,5,2,5,5,6,5,2,2,6,2,2,3,2,2,45,
9,85533340,Schubert_D960_mv2_8bars_7_11.wav,1,7.0,1.0,1.0,2,5,2,7,5,2,2,5,5,6,2,2,4,3,2,2,5,3,5,3,2,3,2,2,39,
9,85533342,Schubert_D960_mv2_8bars_6_03.wav,1,7.0,1.0,1.0,2,2,1,7,3,2,1,2,5,2,1,1,6,6,1,2,6,2,2,3,3,1,2,2,30,
9,85533344,Schubert_D960_mv2_8bars_8_15.wav,1,7.0,1.0,1.0,2,6,2,5,3,2,2,2,5,6,2,2,2,3,2,2,7,1,3,2,2,2,1,1,40,
9,85533346,Schubert_D960_mv2_8bars_9_07.wav,1,7.0,1.0,1.0,2,3,2,6,3,2,2,2,6,6,2,1,3,3,2,1,6,2,2,1,1,2,1,2,45,
9,85533347,Schubert_D960_mv2_8bars_8_07.wav,1,7.0,1.0,1.0,2,2,1,7,5,2,1,2,7,7,2,1,2,2,1,1,7,2,2,1,1,1,1,1,45,
9,85533349,Schubert_D960_mv2_8bars_7_13.wav,1,7.0,1.0,1.0,1,6,2,5,3,7,5,5,6,2,4,2,1,6,2,1,5,2,3,2,1,1,1,1,50,
9,85533351,Schubert_D960_mv2_16bars_Score_04.wav,1,7.0,1.0,1.0,2,6,2,6,5,2,5,5,6,6,6,5,7,2,6,3,1,5,3,2,2,6,5,6,50,
9,85533355,Schubert_D960_mv2_8bars_9_13.wav,1,7.0,1.0,1.0,2,5,2,6,4,2,5,5,6,2,5,3,2,7,6,7,7,3,6,3,1,1,1,2,40,
9,85533357,Schubert_D960_mv2_8bars_7_10.wav,1,7.0,1.0,1.0,2,1,1,7,3,2,3,3,6,6,3,2,3,2,1,1,6,2,3,2,3,3,3,3,40,
9,85533363,Schubert_D960_mv2_16bars_0_06.wav,1,7.0,1.0,1.0,2,2,2,5,5,2,1,1,5,5,3,2,1,3,2,1,6,2,2,1,1,1,1,1,40,
9,85533365,Schubert_D960_mv2_8bars_6_13.wav,1,7.0,1.0,1.0,6,7,5,3,6,2,7,6,2,1,5,5,5,3,6,6,2,4,3,3,6,5,6,6,50,
9,85533367,Schubert_D960_mv2_8bars_10_13.wav,1,7.0,1.0,1.0,2,6,3,5,4,1,6,6,2,1,6,6,3,6,7,6,2,2,6,5,6,5,6,6,50,
9,85533368,Schubert_D960_mv2_8bars_6_02.wav,1,7.0,1.0,1.0,2,3,2,7,5,2,3,6,6,2,1,2,2,5,2,1,7,3,3,2,1,2,2,2,45,
9,85533369,Schubert_D960_mv2_8bars_8_17.wav,1,7.0,1.0,1.0,2,2,1,7,3,3,2,2,6,2,2,1,3,6,1,1,7,2,2,2,2,2,2,2,50,
